Date,precipitation,Standardized_Anomaly
1975-01-31,71.1,3.7200545736846706
1975-02-28,12.8,0.46164643231424096
1975-03-31,2.6,-0.9299721766471472
1975-04-30,17.8,-0.6655961992329006
1975-05-31,39.6,-1.0323449093629087
1975-06-30,266.0,1.0940744546627896
1975-07-31,403.2,-0.05335227531009539
1975-08-31,501.9,1.0042377912143774
1975-09-30,129.6,-1.3567115775668854
1975-10-31,0.0,-1.0671940542580702
1975-11-30,0.0,-0.966486471553227
1975-12-31,0.0,-0.7433650839838731
1976-01-31,0.0,-0.47837684288719245
1976-02-29,0.0,-0.431559165273407
1976-03-31,13.6,-0.6010448320821653
1976-04-30,9.7,-0.8803015844838523
1976-05-31,63.082848333012144,-0.6430843069208053
1976-06-30,137.9,-0.4742784971763603
1976-07-31,298.2,-1.275625073285947
1976-08-31,390.0,-0.26196090363654567
1976-09-30,215.3,0.42675609264507436
1976-10-31,98.0,0.1943722155522127
1976-11-30,134.9,3.031187553175132
1976-12-31,6.1,-0.3662697941218237
1977-01-31,0.0,-0.47837684288719245
1977-02-28,0.0,-0.431559165273407
1977-03-31,50.5,0.5023568965040011
1977-04-30,3.5,-1.044643978132729
1977-05-31,162.9,1.0115226658340444
1977-06-30,289.5,1.3817894770532662
1977-07-31,598.9,2.2247314062506107
1977-08-31,541.5,1.4523295545396373
1977-09-30,253.1,1.2133964419334295
1977-10-31,314.0,2.9749672592156933
1977-11-30,3.3,-0.8686931114227333
1977-12-31,32.1,1.2410216052901903
1978-01-31,2.6,-0.3248477052910343
1978-02-28,8.6,0.16856334560579392
1978-03-31,8.799999999999999,-0.7445767642559756
1978-04-30,25.3,-0.4667949165931305
1978-05-31,73.2,-0.47537856283721824
1978-06-30,492.7,3.8696061812977263
1978-07-31,564.6,1.8254556255784997
1978-08-31,405.4,-0.08770299567672271
1978-09-30,235.9,0.8554542724159769
1978-10-31,56.1,-0.345011730417694
1978-11-30,64.7,0.9508560740355413
1978-12-31,31.6,1.2101121553014977
1979-01-31,6.6000000000000005,-0.08864903206617553
1979-02-28,2.0,-0.291995790650337
1979-03-31,0.0,-1.0077186399079612
1979-04-30,5.2,-0.9995823540677143
1979-05-31,158.1,0.9319560449018027
1979-06-30,144.8,-0.3898004693255395
1979-07-31,554.7,1.7102127617693483
1979-08-31,465.3,0.5900923735955771
1979-09-30,260.1,1.359070580690533
1979-10-31,182.5,1.282151295133528
1979-11-30,0.0,-0.966486471553227
1979-12-31,0.0,-0.7433650839838731
1980-01-31,0.0,-0.47837684288719245
1980-02-29,10.1,0.2732358765730964
1980-03-31,35.24,0.046044962134762696
1980-04-30,103.8,1.6139918417031298
1980-05-31,37.6,-1.065497668084676
1980-06-30,166.7,-0.12167455484250006
1980-07-31,586.6,2.0815508784877257
1980-08-31,489.1,0.8594000495334858
1980-09-30,225.4,0.6369430642803227
1980-10-31,97.6,0.18922296547135434
1980-11-30,141.1,3.214920532814241
1980-12-31,0.0,-0.7433650839838731
1981-01-31,0.0,-0.47837684288719245
1981-02-28,0.0,-0.431559165273407
1981-03-31,0.0,-1.0077186399079612
1981-04-30,7.2,-0.946568678697109
1981-05-31,26.0,-1.257783668670926
1981-06-30,137.1,-0.48407305113007876
1981-07-31,462.7,0.6392689768762205
1981-08-31,464.9,0.5855661941680488
1981-09-30,247.3,1.0926950126775445
1981-10-31,155.7,0.937151539716022
1981-11-30,58.0,0.7523059186190845
1981-12-31,0.0,-0.7433650839838731
1982-01-31,14.3,0.3660334138916775
1982-02-28,0.6,-0.389690152886486
1982-03-31,57.9,0.7236352919386252
1982-04-30,3.9,-1.034041243058608
1982-05-31,78.6,-0.38586611428844675
1982-06-30,90.3,-1.057054457422602
1982-07-31,266.5,-1.6446350513415136
1982-08-31,670.6,2.9131539647742595
1982-09-30,201.8,0.14581311075637599
1982-10-31,182.6,1.2834386076537427
1982-11-30,67.9,1.0456859990105654
1982-12-31,0.0,-0.7433650839838731
1983-01-31,0.0,-0.47837684288719245
1983-02-28,0.0,-0.431559165273407
1983-03-31,0.0,-1.0077186399079612
1983-04-30,20.8,-0.5860756861769926
1983-05-31,89.6,-0.20352594131872667
1983-06-30,51.0,-1.5382119203990157
1983-07-31,449.6,0.48677589446209085
1983-08-31,527.6,1.2950448194330437
1983-09-30,198.9,0.08546239612843323
1983-10-31,51.6,-0.4029407938273498
1983-11-30,46.3,0.4055840054291526
1983-12-31,0.0,-0.7433650839838731
1984-01-31,0.0,-0.47837684288719245
1984-02-29,0.0,-0.431559165273407
1984-03-31,0.0,-1.0077186399079612
1984-04-30,6.2,-0.9730755163824116
1984-05-31,155.1,0.8822269068191518
1984-06-30,197.6,0.2566400916198711
1984-07-31,360.23,-0.5535528670150698
1984-08-31,262.6,-1.7035490513041738
1984-09-30,116.7,-1.6251682047049747
1984-10-31,0.0,-1.0671940542580702
1984-11-30,13.0,-0.5812399013421916
1984-12-31,0.0,-0.7433650839838731
1985-01-31,5.0,-0.18312850135611905
1985-02-28,10.0,0.2662577078419429
1985-03-31,12.8,-0.6249668207778003
1985-04-30,44.8,0.050088418270271676
1985-05-31,100.9,-0.016212854540741353
1985-06-30,177.3,0.00810328504426829
1985-07-31,359.32,-0.5641458979308608
1985-08-31,259.4,-1.7397584867243974
1985-09-30,146.7,-1.0008504671745342
1985-10-31,16.2,-0.8586494259833092
1985-11-30,15.7,-0.5012271521445151
1985-12-31,11.0,-0.06335718423263643
1986-01-31,3.3,-0.283512937476684
1986-02-28,2.3000000000000003,-0.2710612844568765
1986-03-31,42.0,0.24818576661287878
1986-04-30,15.6,-0.7239112421405665
1986-05-31,5.6000000000000005,-1.5959418076329526
1986-06-30,347.5,2.091894638697846
1986-07-31,447.5,0.46233043850257355
1986-08-31,444.6,0.35586258822100963
1986-09-30,192.6,-0.04564432875295958
1986-10-31,46.8,-0.4647317947976495
1986-11-30,0.0,-0.966486471553227
1986-12-31,22.9,0.6722877254982468
1987-01-31,16.1,0.472322816842864
1987-02-28,0.3,-0.4106246590799465
1987-03-31,58.3,0.7355962862864427
1987-04-30,21.4,-0.570171583565811
1987-05-31,155.79999999999998,0.8938303723717702
1987-06-30,146.70000000000002,-0.36653840368545837
1987-07-31,273.8,-1.5596579901489065
1987-08-31,369.6,-0.4927960544404671
1987-09-30,56.1,-2.8862900345164655
1987-10-31,65.1,-0.22915360359838235
1987-11-30,27.2,-0.1604321092655223
1987-12-31,0.0,-0.7433650839838731
1988-01-31,0.1,-0.472471876056571
1988-02-29,66.0,4.174032197287902
1988-03-31,3.6,-0.9000696907776033
1988-04-30,17.2,-0.6815003018440823
1988-05-31,54.9,-0.778726305141389
1988-06-30,135.56,-0.5029275674909865
1988-07-31,360.26,-0.5532036462156484
1988-08-31,405.06,-0.09155024819012113
1988-09-30,160.77,-0.708045448272757
1988-10-31,95.0,0.1557528399457755
1988-11-30,15.24,-0.5148589538596747
1988-12-31,27.92,0.9826186033847204
1989-01-31,6.2,-0.11226889938866143
1989-02-28,0.0,-0.431559165273407
1989-03-31,84.3,1.5130609188945816
1989-04-30,45.8,0.07659525595557436
1989-05-31,94.8,-0.11732876864213171
1989-06-30,85.3,-1.1182704196333415
1989-07-31,304.7,-1.1999605667445847
1989-08-31,425.5,0.1397375205565533
1989-09-30,139.3,-1.1548488424320424
1989-10-31,103.6,0.2664617166842288
1989-11-30,6.6,-0.7708997512922398
1989-12-31,37.7,1.5872074451635474
1990-01-31,11.06,0.17471248857954194
1990-02-28,5.97,-0.014962492023543108
1990-03-31,29.63,-0.12170798359337814
1990-04-30,63.61,0.5486820351308151
1990-05-31,90.48,-0.18893872748114893
1990-06-30,185.85,0.1127825804246329
1990-07-31,415.82,0.09355327431328797
1990-08-31,384.6,-0.32306432590817175
1990-09-30,182.22,-0.261658265938492
1990-10-31,86.3,0.04375665068710746
1990-11-30,23.84,-0.26000353048929753
1990-12-31,18.17,0.3798843286052152
1991-01-31,1.97,-0.36204899632394955
1991-02-28,4.66,-0.10637650240165392
1991-03-31,32.67,-0.030804426549964892
1991-04-30,50.06,0.1895143844949639
1991-05-31,113.11,0.1861847374556478
1991-06-30,190.83,0.17375367878652984
1991-07-31,414.75,0.08109773246724843
1991-08-31,384.98,-0.3187644554520203
1991-09-30,198.78,0.08296512517831138
1991-10-31,67.74,-0.1951685530647176
1991-11-30,25.33,-0.215848346672802
1991-12-31,14.48,0.15177258768866392
1992-01-31,1.0,-0.41932717458097774
1992-02-29,0.0,-0.431559165273407
1992-03-31,12.8,-0.6249668207778003
1992-04-30,86.0,1.1421701309047423
1992-05-31,38.6,-1.0489212887237922
1992-06-30,89.9,-1.0619517343994611
1992-07-31,324.6,-0.9683107697948753
1992-08-31,386.7,-0.29930188391365076
1992-09-30,169.6,-0.5242879275262976
1992-10-31,122.6,0.511051095524998
1992-11-30,65.0,0.9597463795019496
1992-12-31,5.7,-0.39099735411277775
1993-01-31,0.8,-0.4311371082422207
1993-02-28,2.0,-0.291995790650337
1993-03-31,86.3,1.5728658906336692
1993-04-30,74.5,0.8373414975237614
1993-05-31,199.4,1.6165605125062972
1993-06-30,137.2,-0.4828487318858641
1993-07-31,429.8,0.2562901668437873
1993-08-31,289.9,-1.3946373053753969
1993-09-30,208.8,0.2914872495134788
1993-10-31,118.6,0.45955859471641497
1993-11-30,23.3,-0.27600608032883284
1993-12-31,1.1,-0.6753642940087494
1994-01-31,1.8,-0.372087439936006
1994-02-28,9.1,0.2034541892615614
1994-03-31,7.7,-0.7774694987124738
1994-04-30,17.0,-0.6868016693811428
1994-05-31,89.7,-0.20186830338263817
1994-06-30,237.7,0.7475921085500031
1994-07-31,493.8,1.001294538943354
1994-08-31,631.5,2.4707199257334094
1994-09-30,248.0,1.1072624265532547
1994-10-31,10.0,-0.9384628022366128
1994-11-30,30.88,-0.0513776955442446
1994-12-31,31.7,1.2162940452992361
1995-01-31,0.0,-0.47837684288719245
1995-02-28,0.0,-0.431559165273407
1995-03-31,22.7,-0.3289322106693167
1995-04-30,34.6,-0.22028132611981557
1995-05-31,100.4,-0.024501044221183172
1995-06-30,73.0,-1.2688616866717612
1995-07-31,399.7,-0.09409470190929044
1995-08-31,403.6,-0.10807080310059763
1995-09-30,186.9,-0.1642646988837431
1995-10-31,5.0,-1.0028284282473416
1995-11-30,23.4,-0.2730426451733634
1995-12-31,25.3,0.8206530854439713
1996-01-31,4.3,-0.22446326917046933
1996-02-29,1.2000000000000002,-0.347821140499565
1996-03-31,49.4,0.4694641620475029
1996-04-30,92.1,1.3038618407850884
1996-05-31,146.1,0.733039492571199
1996-06-30,187.0,0.1268622517331031
1996-07-31,369.4,-0.44680770932517916
1996-08-31,374.0,-0.4430080807376607
1996-09-30,155.4,-0.819798323290706
1996-10-31,30.6,-0.6732764230724104
1996-11-30,76.2,1.291651116914534
1996-12-31,4.4,-0.4713619240833784
1997-01-31,3.4,-0.2776079706460625
1997-02-28,0.0,-0.431559165273407
1997-03-31,73.7,1.1960945686774176
1997-04-30,43.1,0.005026794205257233
1997-05-31,197.6,1.5867230296567065
1997-06-30,215.1,0.4708959593574599
1997-07-31,439.7,0.37153303065293874
1997-08-31,359.0,-0.6127398092699561
1997-09-30,197.0,0.0459222727515052
1997-10-31,305.0,2.8591091323963815
1997-11-30,12.3,-0.6019839474304781
1997-12-31,82.5,4.356694164150402
1998-01-31,13.6,0.3246986460773272
1998-02-28,0.0,-0.431559165273407
1998-03-31,21.2,-0.3737859394736324
1998-04-30,6.9,-0.9545207300026999
1998-05-31,203.6,1.6861813058220083
1998-06-30,126.2,-0.6175238487494912
1998-07-31,399.6,-0.09525877124069562
1998-08-31,410.8,-0.026599573405096007
1998-09-30,245.4,1.0531548893006166
1998-10-31,75.9,-0.09012385141520818
1998-11-30,0.5,-0.9516692957758794
1998-12-31,0.0,-0.7433650839838731
1999-01-31,34.5,1.5588367136772139
1999-02-28,0.0,-0.431559165273407
1999-03-31,0.0,-1.0077186399079612
1999-04-30,9.5,-0.8856029520209129
1999-05-31,44.3,-0.9544359263667556
1999-06-30,181.4,0.05830037405707474
1999-07-31,476.5,0.7999105446101897
1999-08-31,345.7,-0.763235275235258
1999-09-30,182.1,-0.2641555368886139
1999-10-31,275.0,2.4729153763320095
1999-11-30,11.2,-0.6345817341406427
1999-12-31,19.5,0.4621034655751374
2000-01-31,0.0,-0.47837684288719245
2000-02-29,0.3,-0.4106246590799465
2000-03-31,6.3,-0.819332978929835
2000-04-30,118.3,1.9983409881400187
2000-05-31,61.1,-0.6759527531039103
2000-06-30,168.1,-0.10453408542349289
2000-07-31,423.6,0.1841178682966419
2000-08-31,462.4,0.5572775727459995
2000-09-30,232.2,0.7784550847872223
2000-10-31,137.8,0.7067225985976135
2000-11-30,35.1,0.07367926801656847
2000-12-31,0.5,-0.7124556339951805
2001-01-31,0.0,-0.47837684288719245
2001-02-28,1.2999999999999998,-0.3408429717684115
2001-03-31,17.2,-0.49339588295180764
2001-04-30,24.0,-0.501253805584024
2001-05-31,95.4,-0.10738294102560138
2001-06-30,197.5,0.2554157723756564
2001-07-31,496.7,1.0350525495541154
2001-08-31,410.0,-0.03565193226015188
2001-09-30,184.8,-0.20796694051087386
2001-10-31,60.1,-0.293519229609111
2001-11-30,4.5,-0.8331318895570994
2001-12-31,7.2,-0.2982690041467
2002-01-31,0.4,-0.45475697556470657
2002-02-28,0.0,-0.431559165273407
2002-03-31,61.2,0.8223134953081199
2002-04-30,45.1,0.0580404695758626
2002-05-31,47.2,-0.9063644262201929
2002-06-30,203.3,0.3264262885401145
2002-07-31,256.6,-1.759877915150665
2002-08-31,313.4,-1.128724264008134
2002-09-30,144.46,-1.0474661915768066
2002-10-31,2.9,-1.0298619911718476
2002-11-30,16.0,-0.49233684667810657
2002-12-31,18.8,0.41883023559096777
2003-01-31,0.0,-0.47837684288719245
2003-02-28,13.9,0.5384062883569294
2003-03-31,28.24142416650607,-0.16322985283322033
2003-04-30,28.1,-0.392575771074283
2003-05-31,10.4,-1.516375186700711
2003-06-30,86.2,-1.1072515464354085
2003-07-31,435.7,0.3249702573967158
2003-08-31,396.8,-0.18501585336857165
2003-09-30,229.98284833301216,0.7323148477040327
2003-10-31,16.7,-0.8522128633822363
2003-11-30,33.3,0.020337435218117303
2003-12-31,14.8,0.17155463568142718
2004-01-31,0.5,-0.4488520087340851
2004-02-29,37.6,2.1922322776403087
2004-03-31,33.7,-4.866104334737015e-06
2004-04-30,75.5,0.8638483352090641
2004-05-31,19.1,-1.3721606862610234
2004-06-30,141.0,-0.4363246006057018
2004-07-31,333.7,-0.8623804606369686
2004-08-31,295.2,-1.3346654279606522
2004-09-30,120.8,-1.5398447805758146
2004-10-31,85.8,0.03732008808603459
2004-11-30,42.5,0.2929734695213116
2004-12-31,12.7,0.041734945728918275
2005-01-31,1.3,-0.4016122740891134
2005-02-28,0.0,-0.431559165273407
2005-03-31,34.1,0.011956128243482743
2005-04-30,10.3,-0.8643974818726708
2005-05-31,56.3,-0.7555193740361519
2005-06-30,224.4,0.5847576490694358
2005-07-31,473.6,0.7661525339994284
2005-08-31,436.0,0.25854973052916
2005-09-30,216.2,0.44548562477098713
2005-10-31,5.0,-1.0028284282473416
2005-11-30,29.7,-0.08634623037878472
2005-12-31,0.0,-0.7433650839838731
2006-01-31,0.0,-0.47837684288719245
2006-02-28,1.4,-0.333864803037258
2006-03-31,6.8,-0.8043817359950631
2006-04-30,63.2,0.5378142316798412
2006-05-31,147.3,0.7529311478042596
2006-06-30,170.0,-0.08127201978341175
2006-07-31,482.2,0.8662624965003073
2006-08-31,452.5,0.4452546319146849
2006-09-30,255.0,1.2529365653103575
2006-10-31,47.5,-0.45572060715614743
2006-11-30,0.0,-0.966486471553227
2006-12-31,13.6,0.09737195570856494
2007-01-31,22.9,0.8738605613251236
2007-02-28,0.5,-0.3966683216176395
2007-03-31,22.200000000000003,-0.3438834536040885
2007-04-30,87.8,1.189882438738287
2007-05-31,65.6,-0.6013590459799341
2007-06-30,271.2,1.1577390553619589
2007-07-31,425.7,0.20856332425615853
2007-08-31,443.2414241665061,0.34048969325026757
2007-09-30,194.5,-0.00610420537603154
2007-10-31,8.1,-0.9629217401206899
2007-11-30,5.0,-0.8183147137797518
2007-12-31,0.0,-0.7433650839838731
2008-01-31,81.4,4.328266157238683
2008-02-29,0.0,-0.431559165273407
2008-03-31,1.5,-0.9628649111036454
2008-04-30,110.8899691655425,1.8019245035679659
2008-05-31,211.5,1.8171347027729892
2008-06-30,209.4,0.40110976243721685
2008-07-31,376.4,-0.36532285612678905
2008-08-31,331.8,-0.9205200103418515
2008-09-30,228.6,0.7035369562835695
2008-10-31,51.8,-0.4003661687869207
2008-11-30,2.5,-0.8924005926664894
2008-12-31,18.5,0.4002845655977522
2009-01-31,0.0,-0.47837684288719245
2009-02-28,2.0,-0.291995790650337
2009-03-31,63.2,0.8821184670472075
2009-04-30,5.8,-0.9836782514565329
2009-05-31,28.8,-1.2113698064604521
2009-06-30,66.8,-1.3447694798130783
2009-07-31,408.3,0.006015260591589098
2009-08-31,410.5,-0.02999420797574204
2009-09-30,122.2,-1.510709952824394
2009-10-31,108.4,0.3282527176545285
2009-11-30,16.0,-0.49233684667810657
2009-12-31,2.0,-0.6197272840291028
2010-01-31,13.1,0.2951738119242198
2010-02-28,0.0,-0.431559165273407
2010-03-31,36.0,0.06877085139561594
2010-04-30,52.1,0.24358833337298136
2010-05-31,65.3,-0.6063319597881991
2010-06-30,166.79999999999998,-0.12045023559828534
2010-07-31,499.3,1.0653183521706604
2010-08-31,527.9,1.2984394540036892
2010-09-30,203.0,0.17078582025759337
2010-10-31,41.400000000000006,-0.5342466708892364
2010-11-30,16.2,-0.48640997636716754
2010-12-31,9.7,-0.14372175420323718
2011-01-31,11.1,0.17707447531179046
2011-02-28,0.0,-0.431559165273407
2011-03-31,43.9,0.30500048976501193
2011-04-30,20.9,-0.5834250024084624
2011-05-31,175.9,1.2270155975255317
2011-06-30,132.9,-0.5354944593870999
2011-07-31,359.6,-0.5608865038029248
2011-08-31,392.2,-0.2370669167851425
2011-09-30,259.7,1.3507463441901264
2011-10-31,50.4,-0.41838854406992476
2011-11-30,86.6,1.5998483730833621
2011-12-31,0.0,-0.7433650839838731
2012-01-31,0.0,-0.47837684288719245
2012-02-29,0.0,-0.431559165273407
2012-03-31,33.800000000000004,0.002985382482619686
2012-04-30,0.0,-1.1374179100312884
2012-05-31,57.2,-0.7406006326113566
2012-06-30,277.7,1.2373198062359203
2012-07-31,389.3,-0.21515791237546977
2012-08-31,447.7,0.3909404787843503
2012-09-30,214.0,0.399702324018755
2012-10-31,24.4,-0.7530897993257142
2012-11-30,41.3,0.2574122476556775
2012-12-31,4.0,-0.4960894840743325
2013-01-31,14.524272499518212,0.37927663059843353
2013-02-28,4.2,-0.13847607856496
2013-03-31,31.04142416650607,-0.07950289239849775
2013-04-30,34.3,-0.22823337742540648
2013-05-31,157.9,0.9286407690296262
2013-06-30,248.9,0.8847158639020601
2013-07-31,423.0,0.1771334523082082
2013-08-31,439.1,0.29362762109250135
2013-09-30,131.3,-1.32133357244016
2013-10-31,165.9,1.0684574167779088
2013-11-30,33.9,0.03811804615093436
2013-12-31,5.5,-0.40336113410825475
2014-01-31,5.4,-0.15950863403363316
2014-02-28,4.3,-0.13149790983380655
2014-03-31,151.5,3.5225079693279255
2014-04-30,124.24272499518212,2.1558638349957024
2014-05-31,128.3841491616882,0.43937482837451447
2014-06-30,165.2,-0.14003934350572197
2014-07-31,340.8,-0.7797315381071727
2014-08-31,453.6,0.45770162534038683
2014-09-30,222.2,0.5703491722770753
2014-10-31,86.1,0.04118202564667828
2014-11-30,50.8,0.5389385874252802
2014-12-31,0.0,-0.7433650839838731
2015-01-31,0.0,-0.47837684288719245
2015-02-28,4.4,-0.124519741102653
2015-03-31,17.9,-0.472464142843127
2015-04-30,8.3,-0.9174111572432762
2015-05-31,176.3,1.2336461492698854
2015-06-30,129.2,-0.5807942714230475
2015-07-31,234.1,-2.021793514716919
2015-08-31,284.2,-1.4591353622176688
2015-09-30,200.5,0.11875934213005664
2015-10-31,26.6,-0.7247689238809935
2015-11-30,83.5,1.5079818832638077
2015-12-31,37.6,1.5810255551658088
2016-01-31,0.0,-0.47837684288719245
2016-02-29,0.0,-0.431559165273407
2016-03-31,128.3841491616882,2.831286566272825
2016-04-30,124.24272499518212,2.1558638349957024
2016-05-31,193.0,1.510471684596642
2016-06-30,162.3,-0.17554460158795068
2016-07-31,375.6,-0.37463541077803314
2016-08-31,398.8,-0.16238495623093227
2016-09-30,177.9,-0.35156002014287535
2016-10-31,27.9,-0.708033861118204
2016-11-30,0.0,-0.966486471553227
2016-12-31,0.0,-0.7433650839838731
2017-01-31,0.0,-0.47837684288719245
2017-02-28,60.4,3.7832547483433063
2017-03-31,26.4,-0.21829301295200465
2017-04-30,86.5,1.1554235497473935
2017-05-31,165.0,1.0463330624918998
2017-06-30,84.4,-1.1292892928312745
2017-07-31,346.0,-0.719199932874083
2017-08-31,276.3,-1.5485274059113443
2017-09-30,285.0,1.8772543028407984
2017-10-31,56.4,-0.34114979285705027
2017-11-30,19.6,-0.3856531810812044
2017-12-31,0.0,-0.7433650839838731
